channel_id,name,url,subscribers,country,videos,views,status,reject_reason,description
UC3ExO5tL6w7zftSWOw6_UzQ,Smart Earning Marathi,https://www.youtube.com/@smartearningmarathi-y5x,1,,2,7,rejected,subscriber_out_of_range,"नमस्कार मित्रांनो 🙏 आपले आमच्या Smart Earning Marathi YouTube चॅनेलमध्ये मनःपूर्वक स्वागत आहे.  या चॅनेलवर आम्ही तुम्हाला ऑनलाईन पैसे कसे कमवायचे, घरबसल्या earn"
UCVWYxAlbKMsbA6FgOwLEU5A,MEMESSSS HERE,https://www.youtube.com/@memesofmishra,35,,26,69912,rejected,subscriber_out_of_range,
UCj0-ttmXIrifZXAAPDDEluQ,Vaibhav Sharma,https://www.youtube.com/@iamvaibhavofficial,93,,44,18863,rejected,subscriber_out_of_range,Hi everyone my name is Vaibhav and you can subscribe this channel if you love our country BHARAT  I will try my best to make awareness in our country on every i
UC0Knd421BBEcUBP7aOBnpKw,Luis Gouveia,https://www.youtube.com/@scalewithluis,1620,US,17,9288,accepted,,"Welcome to the channel for builders, dreamers, and future founders.  Here, I motivate and inspire everyday people to take action, launch businesses, and build r"
UC8rOJh3nXoYJ1VG-oz4ViEQ,AgentsLab-Ritik,https://www.youtube.com/@agentslab-ritik,8,,31,2647,rejected,subscriber_out_of_range,
UCVHFbqXqoYvEWM1Ddxl0QDg,Android Developers,https://www.youtube.com/@androiddevelopers,1420000,,2746,1884937873,rejected,subscriber_out_of_range,"Welcome to the official Android Developers YouTube channel. Get the latest Android news, best practices, live videos, demonstrations, tutorials, and more! "
UCA295QVkf9O1RQ8_-s3FVXg,Aevy TV,https://www.youtube.com/@aevytv,1540000,IN,823,421681123,rejected,subscriber_out_of_range,Collabs: shreyansh@aeoscompany.com | We break down complex educational topics. Intellectual brain food for everybody.  Join us in revolutionizing digital storyt
UCYwLV1gDwzGbg7jXQ52bVnQ,Universe of AI,https://www.youtube.com/@universeofaiz,24800,CA,218,1970592,accepted,,"At Universe of AI, we cover cutting-edge advancements in artificial intelligence, from new model releases to major industry updates.   Stay ahead of the curve w"
UCOc8dkLX4-h1Bx9AdNJi7mw,Q TECH STUDIO,https://www.youtube.com/@q.techstudio,26800,US,233,1467195,accepted,,HIGGS-3XQCV This channel is owned and operated by Qasim Ali. For business inquiries: QTECHSTUDIO512@GMAIL.COM  Welcome to Q Tech! 🚀 Your ultimate destination fo
UC9PUxOYciE4ZeI7sa07CZzQ,Andre Rianda,https://www.youtube.com/@andreriandaa,126,ID,6,365,rejected,subscriber_out_of_range,"Deep dives into AI, technology, and the future, told like documentaries, backed by real research.  Every video breaks down one big shift in tech: what's actuall"
UC5aNPmKYwbudeNngDMTY3lw,BNN Bloomberg,https://www.youtube.com/@bnnbloomberg,174000,CA,12304,85447763,accepted,,BNN Bloomberg is Canada's definitive source for business news dedicated exclusively to helping Canadians invest and build their businesses.
UCp11bjLlypkyEes-F9NsVyg,Marketing School Clips,https://www.youtube.com/@marketingschoolclips,79,,190,58599,rejected,subscriber_out_of_range,"Your daily source for the most relevant marketing news, trends, and insights, brought to you by Neil Patel and Eric Siu.  In each clip, they break down the stra"
UCWJlr6WhflgJ5Gw05N-aiLA,AI Money Hustle ,https://www.youtube.com/@aimoneyhustle-p7x,5,US,4,38,rejected,subscriber_out_of_range,"""Discover AI tools, side hustles, and money tips that can help you work smarter and earn more. New videos every day."""
UCp1AbwaG3y368bkC7hT0e1g,Powerful Minutes,https://www.youtube.com/@powerfulminutes,35,,4,1888,rejected,subscriber_out_of_range,"Uploading broader, motivational, business-friendly, and easy to remember shorts daily. "
UCIgnGlGkVRhd4qNFcEwLL4A,AI Search,https://www.youtube.com/@theaisearch,683000,HK,455,59596804,accepted,,"Making AI easy to understand for everyone. Subscribe to stay on top of the latest AI news, trends, and tools!  For all business inquiries please email me ↓ "
UC40ecELuYT9xXxtfJXbTF2A,ToolsdropsAI,https://www.youtube.com/@toolsdropsai,9,,40,8294,rejected,subscriber_out_of_range,"🤖ToolDropsAI brings you the latest AI news, tools, and breakthroughs before they go mainstream. Daily clips on the newest AI models, agentic tools, and tech tha"
UCgBAPAcLsh_MAPvJprIz89w,Aaj TV Official,https://www.youtube.com/@aajtvofficial,1950000,PK,155875,682771029,rejected,subscriber_out_of_range,"Welcome to Aaj TV Official, your trusted source for authentic and up-to-date news from Pakistan. Aaj News covers the latest on current affairs, politics, busine"
UCU45D-fmlarTp7R_bdYY24g,Shared Sapience,https://www.youtube.com/@sharedsapience,7690,US,499,927103,accepted,,"The Century Report is a facts-rooted, and therefore relentlessly optimistic, daily briefing on AI, science, energy, and the systems reshaping civilization - gro"
UCe3-DtIGPofHXOh-H61akIw,skill Radar,https://www.youtube.com/@skillradar,4250,IN,248,998838,accepted,,"Transform your tech career with Skill Radar hands-on courses—AI, ML, IoT, Web Dev, Digital Marketing & more.   Join 1.5 Lakh+ learners mastering future skills w"
UCFtEEv80fQVKkD4h1PF-Xqw,Microsoft,https://www.youtube.com/@microsoft,2180000,US,758,194318027,rejected,subscriber_out_of_range,Our mission is to empower every person and every organization on the planet to achieve more.  Subscribe to Microsoft's official YouTube channel to explore techn
UCwhzHAPFrsc7gt_50e7_dHQ,Brainverse,https://www.youtube.com/@brainverse-llc,12,,26,5865,rejected,subscriber_out_of_range,"Brainverse deploys customized AI agent teams for businesses. Real operators showing real work — not demos, not hype.    Founder Jeff Leggett runs Brainverse on "
UC3RRPEuf0Pc5gIM9QtLfEew,AI Expert,https://www.youtube.com/@aiexpert2,466000,US,88,1996238,accepted,,"🔍 Welcome to AI Expert! Explore the latest AI tools, tech trends, and smart solutions to boost your productivity and stay ahead in the world of artificial intel"
UC-pRYaIKu4mxz-sxPmHM1wQ,Simple Python,https://www.youtube.com/@simplepythontipsandtricks,0,,10,446,rejected,subscriber_out_of_range,
UC3E0xHIgcOTbnVSewNBSuAw,Ashish Vashishtha | AI Governance | Cybersecurity,https://www.youtube.com/@talkswithashishv,1100,US,39,47400,accepted,,"🎯 Simplifying AI Governance, Cybersecurity, Privacy, and GRC — one practical insight at a time.  With 20+ years of experience, I help professionals build the cl"
UCVzgTh8i9W-UtengLs-xytA,Make First Million - Badar Munir,https://www.youtube.com/@makefirstmillion-j1,75000,US,394,4299512,accepted,,"I help founders and entrepreneurs build and grow their startups using AI. I'm Badar Munir, the founder of Aaghaz.ai. I don’t just talk about tactics. I break do"
UCJB-ZVH9AgSboNtx9zc-LGQ,AASHISH_VISION,https://www.youtube.com/@aashish_vision,0,,4,12,rejected,subscriber_out_of_range,🎥 Creating viral cinematic videos with AI magic 🖤 Moody vibes | Creative edits | Visual storytelling 🚀 New videos regularly...
UCdbFnxLclglm-cqMxtqro0A,Kaushal Inspire Hub,https://www.youtube.com/@kaushalinspirehub,7360,IN,53,49701,accepted,,"Welcome to Kaushal Inspire Hub 🚀  इस चैनल पर आपको Technology, AI Tools, Online Earning, YouTube Tips, Motivation, Success Stories, Amazing Facts और Trending Top"
UCN2wQhoBZ-xByUQ63QkaxyQ,Omowunmi’s Virtual Assistant Academy ,https://www.youtube.com/@wunmitalkscreative,48400,NG,409,1736429,accepted,,Welcome to your ultimate resource library for Virtual Assistants!   This channel is designed to empower aspiring and professional Virtual Assistants with the sk
UC6jlektZeyeDPZOPbQfe0Hg,Complexity Facts,https://www.youtube.com/@complexityfacts,12,IN,56,27623,rejected,subscriber_out_of_range,"Hello everyone! I'm curious about many things especially in tech. I was intrigued by AI and all those stuffs, so I too wanted to do something great and follow m"
UCfeSAfONs_mfsbiae6plGfA,Biru Lama Vines ,https://www.youtube.com/@ayushlamaytcomedian,7,,3,2347,rejected,subscriber_out_of_range,
UCtCEUpy4cVWVw3NRPw5ps7w,Yt Techrun ,https://www.youtube.com/@yttechrun0,269,IN,89,154270,rejected,subscriber_out_of_range,"Indian techie on a mission to break records 🔥 Bringing daily innovation, epic tech content, and big desi energy. Repping with pride. Aiming for the No.1 tech ch"
UCF9-PzKKVJRWxGgUMvQN1eQ,Mas.Zae100,https://www.youtube.com/@mas.zae100,397,,22,75068,rejected,subscriber_out_of_range,Freedom
UCdgbvW1dbML59ZwfRA6ZqbQ,BuildBit,https://www.youtube.com/@buildbit_ai,73,IN,68,43052,rejected,subscriber_out_of_range,"BuildBit is where AI meets execution. We explore the tools, ideas, and innovations shaping the future and break them down into content you can actually use.  Fr"
UC6JOJQw2CnGG73v8lA8CJNg,The Political Outlook,https://www.youtube.com/@the_politicaloutlook,72100,PH,4930,30972558,accepted,,"🎥 The Political Outlook – Your Front Row Seat to Philippine Politics 🇵🇭  Welcome to The Political Outlook, your trusted source for sharp, fearless, and up-to-da"
UCMOpBEMPXBv3VOF9RAt2Xhg,Alexander Petkov,https://www.youtube.com/@alex.petkov,1410,,489,612960,accepted,,"This channel is for closers, founders, and operators who want to master sales, scale with AI, and build a business they own.  I’ve closed over $1.3M in sales ac"
UCdWIQh9DGG6uhJk8eyIFl1w,Curt Jaimungal,https://www.youtube.com/@theoriesofeverything,547000,US,2292,69722085,accepted,,"Exploring theoretical physics, consciousness, philosophy, AI, and God in a technical manner. Visit https://curtjaimungal.substack.com for early access videos an"
UCWlubx19cjbhpkMvcdk0Nuw,Future Minute,https://www.youtube.com/@futureminute15,0,SE,1,1,rejected,subscriber_out_of_range,"AI tools, technology tips, productivity hacks, and future tech explained in under 60 seconds. Learn about ChatGPT, AI apps, automation, study tools, and the lat"
UCGIiO6Uo8V8vkuLOcFvf3ZQ,BitBiasedAI,https://www.youtube.com/@bitbiasedai,45500,US,595,3624556,accepted,,"🤖 Welcome to BitBiased.AI — Where AI Meets Attitude We're your daily dose of AI without the fluff. From cutting-edge tools to breaking AI news, we decode everyt"
UChdRRGT1gVxMbEeU8hU5WGQ,The AI Lab,https://www.youtube.com/@theailab-01,0,,7,30,rejected,subscriber_out_of_range,
UCUI9vm69ZbAqRK3q3vKLWCQ,Mint,https://www.youtube.com/@livemint,1480000,,34080,732740983,rejected,subscriber_out_of_range,"Mint presents the latest business and financial news.  Here, we present studio debates, interviews with key government and business individuals, and feature sto"
UCaSf1ZSZTTxGJ7S_KIdix4g,Digi Global,https://www.youtube.com/@digiglobal2,20,IN,15,1051,rejected,subscriber_out_of_range,"This channel is dedicated to Digital Marketing, SEO, YouTube Growth, Social Media Marketing, AI Tools, Blogging, and Online Earning tutorials in Hindi. Here you"
UCVz6REYjlWX-VReTsOkoT6w,ZNR live,https://www.youtube.com/@znrlive,109,IN,30,2581,rejected,subscriber_out_of_range,"Hello Guys              Welcome to our channel                    🔥FLASHING DEALS 🔥 We are help to pick new gadgets like smartphones, laptops, earphones, wearab"
UCRHf1TIa9GOUNemFsjq3GKQ,Rawaa | رواء,https://www.youtube.com/@rawaaaljallad,762000,AE,139,174455837,accepted,,"No geek talk, just simple tech tips and tricks for everyone and some other random stuff!    "
UCMaUS3XMw4zGlSPLvpYv3qg,Gabit Support,https://www.youtube.com/@gabitsupport,1110,,166,403397,accepted,,PC | TECH | AI  IT Support For Pc Problems | Powerful Ai Tools👨‍💻💻
UCLHZj6sR2sLzscx6r14_2iQ,RBSolutions,https://www.youtube.com/@rbsolutionsworks,98,,214,64171,rejected,subscriber_out_of_range,AI Generated Contents
UCU6ulp0F_teUcpcdps5Y-8g,jenAI,https://www.youtube.com/@jenai_quicknewsglobal,0,,49,741,rejected,subscriber_out_of_range,"I am jenAI, Global & Local News AI Reporter @ Quick News Global (AI). Download our App at: www.quicknews.global We provide news summaries within 45 words and Ne"
UCuJikvxjO83abRfdqVZaYKw,GithubTrends,https://www.youtube.com/@githubtrends,2230,DE,257,426788,accepted,,"🔥 The GitHub repos developers are actually starring right now.  Every day, thousands of new repositories trend on GitHub. Most are noise. We find the ones that "
UC-9gUDW5TF7L8bFozEUOLGw,Dial Generation AI Hub,https://www.youtube.com/@dialgenai,60,,111,80105,rejected,subscriber_out_of_range,"We make AI simple, practical, and fun for the Dial-Up Generation — Gen Jones, Gen X, and early Millennials. If you’re 40–70 and remember floppy disks, MTV, and "
UCy0OAy6RvdZAuUJSmM2Msiw,Alexander Ford,https://www.youtube.com/@alexanderwford,338,CA,565,116561,rejected,subscriber_out_of_range,"If you're a business owner who wants positive ROAS, I want to talk to you.  I Train Business Owners to Grow Teams, Destroy Bottlenecks & Gain Lifestyle Sanity w"
UCkBwHgmvsRv31cR7Bm6HpFw,Obed Eugene,https://www.youtube.com/@obedeugene,10,,29,5581,rejected,subscriber_out_of_range,"Sharing insights and my journey in building AI Agents for SMB.  ▫️Founder & CEO  at Vigy Ai  ▫️Product Manager at Fixel AI ▫️ex-Meta, Techstars Alum ▫️San Franc"
UCyWJ3AFzs5Ad5oMNX1_AEbA,Class360 Hindi,https://www.youtube.com/@class360-hi,5,,13,9380,rejected,subscriber_out_of_range,"**Class360** में आपका स्वागत है – यह एक AI-powered learning platform है जो **Class 6–12 और competitive exams जैसे JEE, NEET, CUET, Olympiads** की तैयारी करने वा"
UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,https://www.youtube.com/@coldfusion,5210000,AU,573,565324653,rejected,subscriber_out_of_range,"Hi, my name is Dagogo Altraide and I create and narrate all the videos on here. This channel aims to let you experience the cutting edge of the world around us "
UC4GZC-FfDHjkgPOBbyZNRQA,Scott Bogdan,https://www.youtube.com/@scott.bogdan.cloneforce,27,,35,2525,rejected,subscriber_out_of_range,
UCfqcYTiqc8G2bURMYVT_Lkw,Quintessentia Network Inc.,https://www.youtube.com/@quintessentianetworkinc.-qni,2230,CA,81,14959,accepted,,
UC0g90soqzNtRjL1Vh9clRnw,Keshav Yaar,https://www.youtube.com/@keshavyaar-r7q,1,,5,1642,rejected,subscriber_out_of_range,
UCKjU3KzdbJE1EFcHVqXC3_g,CBC News: The National,https://www.youtube.com/@cbcthenational,2140000,CA,37231,1484201854,rejected,subscriber_out_of_range,"The National is the flagship of CBC News, showcasing award-winning journalism from across Canada and around the world. Led by Chief Correspondent Adrienne Arsen"
UCBF61jlG6g2CNHDLKaJhysw,머니네버슬립,https://www.youtube.com/@snowballlabs,87600,KR,1339,16014262,accepted,,"가장 빠르고 정확하게 미국주식, 미국경제 소식을 정리해드림 🇺🇸  비즈니스/협업 문의 : snowballlabs.official@gmail.com 머니네버슬립의 모든 채널 : https://litt.ly/moneyneversleeps  #머니네버슬립 #미국주식 #주식투자 "
UC7c3Kb6jYCRj4JOHHZTxKsQ,GitHub,https://www.youtube.com/@github,646000,US,2851,37820495,accepted,,"GitHub is the AI-powered developer platform to build, scale, and deliver secure software. We make it easier for developers to be developers: to work together, t"
UCC0XgKNjpkC49H8vZefWhog,NPL Technical,https://www.youtube.com/@npltechnical,4600,US,211,1174990,accepted,,"Hello there, my visitors. NPL Technical is a Website and a YouTube channel where you can find high-quality and trustworthy blogs/videos to answer any tech-relat"
UCnXn7AQCEX6VtY-cDKKUaDw,Botline News,https://www.youtube.com/@thebotlinenews,2,GB,97,1654,rejected,subscriber_out_of_range,
UCqqssIRfPF_Fpmcra2cJULQ,TrendWire USA,https://www.youtube.com/@trendwireusa-f9i,2,US,8,5805,rejected,subscriber_out_of_range,"Welcome to TrendWire USA – Your Daily Source for Breaking News & Trending Stories!  Stay ahead of the headlines with fast, engaging, and easy-to-understand news"
UCQpBEarOB8xsL-H5fRKpvwg,neural-nexus,https://www.youtube.com/@neuraldashnexusdotnet,311,NL,198,112081,rejected,subscriber_out_of_range,"Welcome to neural-nexus.net,   where you can discover useful GitHub repositories, open-source tools, AI tools, automation projects, developer resources, product"
UC9fJLNvcmCLPtcIO9N5ktRA,Techjhaji,https://www.youtube.com/@techjhaji,206,IN,63,47735,rejected,subscriber_out_of_range,"Hello Everyone!! ""TechJhaJi channel में आपका स्वागत है, Channel से जुड़े रहने के लिए आपको बहुत बड़ा धन्यवाद।""TechJhaJi"" channel उन लोगो के लिए काफी फायदेमंद है जो"
UCKwucPzHZ7zCUIf7If-Wo1g,DD News,https://www.youtube.com/@ddnews,7490000,IN,150702,1877200214,rejected,subscriber_out_of_range,"DD News is India’s 24x7 news channel from the stable of the country’s Public Service Broadcaster, Prasar Bharati. It has the distinction of being India’s only t"
UC2obuzzt-WihbnOympV12ng,Creativo,https://www.youtube.com/@creativo-b4r,3780,,41,159213,accepted,,"On this channel, you'll find practical UX tutorials, case studies, design challenges, and real-world workflows to help you level up your skills – whether you're"
UCt-ybO9Kw9QqG9Ts_YaPJgA,Pavneet Singh,https://www.youtube.com/@spygamespavneet,697000,IN,1164,112776567,accepted,,UPI for support -thankspavneetsingh@cnrb  WhatsApp - https://whatsapp.com/channel/0029VbCVx06JENy6gMiR3a1G  ਹਮ ਪਾਪੀ ਤੁਮ ਪਾਪ ਖੰਡਨ ਨੀਕੋ ਠਾਕੁਰ ਦੇਸਾ ਮਾਧੋ ਮਾਧੋ... ਮਾ
UCi_e68CnV6EhXAotiK0VlIA,AF META AI ,https://www.youtube.com/@afmetafunai,5850,,158,1598153,accepted,," मजेदार वीडियो: 🤣 मजेदार कोर्टरूम ड्रामा | ईपी - 00 | अमित शाह, लालू यादव और योगी आदित्यनाथ कॉमेडी शो, राहुल गांधी, अखिलेश यादव, खेसारी लाल, असदुद्दीन ओवैसी एआई"
UCqKyow1_tMBnhkR87UVrc2A,Times Business,https://www.youtube.com/@times-business,3550,GB,193,858439,accepted,,Times Business is home to The Business podcast by the Times and Sunday Times. Hannah Prevett and Dominic O'Connell bring you one big business story you need to 
UCCiuLNrP4ChB0Pgli0J1AaA,Kuldeep Raj,https://www.youtube.com/@kuldeepraj4,1110,IN,69,1083256,accepted,,Presenting the Information from my Perceptive -------------------------------------------------------------  Reach me at -  kuldeep2023.raj@gmail.com  
UC43Oh2Q39qiD8jxTJp8-1Lg,CrizoBat,https://www.youtube.com/@sadhanpaul4288,36,,8,4005,rejected,subscriber_out_of_range,
UCBndAQxGxEb3M-oXL1ohrVg,Damini Tripathi,https://www.youtube.com/@daminitripathi,322000,IN,297,21245509,accepted,,"Learn Digital Marketing in real and Raw Way!  Damini Tripathi, rocking the digital marketing scene for 5 awesome years. Started from scratch, now running my dig"
UC6zvQ-3a5qgg2z8bWphI78A,MarketingOpswithSam | AI Automation,https://www.youtube.com/@marketingopswithsam,0,,2,189,rejected,subscriber_out_of_range,
UCkMZPubiJdPR2fXo_7zbGFQ,620 WTMJ,https://www.youtube.com/@620wtmj9,154000,US,8008,149668759,accepted,,"Wisconsin's Radio Station  620 WTMJ is Wisconsin's news, talk, weather and traffic station and your flagship for the Brewers and Bucks."
UCV_DLB3VW0szIGQnwel1Nsw,The Solo Entrepreneur,https://www.youtube.com/@thesoloentrepreneur07,41000,IN,650,2728868,accepted,,
UCK2Ou2pHdc2tSomdV4sCTJw,Vanessa Alfaro,https://www.youtube.com/@vanessaalfaro1,0,,11,1404,rejected,subscriber_out_of_range,
UCT_QjKWWJX40J1Rg61PAB_Q,🔥 TOP Digital Products 🔥,https://www.youtube.com/@topdigitalproducts,31400,HK,641,3408043,accepted,,"🙌 Welcome to ""TOP Digital Products"" where we'll show you how to make online money through digital products using proven strategies that are beginner-friendly, a"
UClXAalunTPaX1YV185DWUeg,Vaibhav Sisinty,https://www.youtube.com/@vaibhavsisinty,692000,IN,596,50462358,accepted,,"Staying ahead in an AI-first world isn’t optional. It’s survival. The future will reward those who move fast, adapt faster, and build with AI.  This channel hel"
UCURG8Jv8fpoI_yoK5AAbMMQ,News Pinch,https://www.youtube.com/@thenewspinch,1530000,IN,3060,648266673,rejected,subscriber_out_of_range,"ग्राउंड-फ़र्स्ट, तटस्थ, मोहल्ले से देश तक. जो ज़रूरी, दिखाएंगे. बस थोड़ा पिंच के साथ. पिंच माने क्या? जुड़े रहिए, जान जाएंगे.  📩 For Brand Collaborations: busin"
UCY6vq5Qpog_qm5FWTGx8O8Q,Vaanis Journal ,https://www.youtube.com/@vaanisjournal,56,,48,28925,rejected,subscriber_out_of_range,"Hello officers..✨This channel is all about documenting my little cozy world.. basically I am a student, aspirant,content creater and a data analyst.. don't forg"
UC3KK7ENB_ierAXvrxVNnbZQ,Ben AI,https://www.youtube.com/@benai92,186000,BR,90,4729622,accepted,,"I'm Ben 👋. I built two $1M ARR AI businesses, and now I help professionals and business owners use AI better than 99% of people in their industry — and I (try t"
UCndOiUJm2xPYz86LDy6nvLQ,Bankless Clips 2,https://www.youtube.com/@banklessclips2,0,,6,51,rejected,subscriber_out_of_range,
UCF56HDcp2NXY79numQi66wg,ZoneRosh,https://www.youtube.com/@zonerosh-805r,56,IN,12,61996,rejected,subscriber_out_of_range,Welcome to ZoneRosh!!!  
UCxSAxBhKdNgmjFE-evw8OAg,AI BROS,https://www.youtube.com/@cryptobrosvortex,1230000,US,266,24809293,rejected,subscriber_out_of_range,"Hey bros, welcome to AI BROS. Today, we’re diving into the coolest next-gen AI tech, from powerful AI tools and smart apps to vibe coding, AI agents, robots, au"
UC3iXwxpLnjnAk0XerILVC7A,Rising Phoenix,https://www.youtube.com/@estebanlara10,90400,CO,216,18515262,accepted,," Rising Phoenix is a channel dedicated to self-mastery, transformation, and unlocking your full potential. Just like the mythical phoenix rising from the ashes,"
UCeEUbqq_iKoYfHnbzwKZlWg,Hunny Code,https://www.youtube.com/@hunnycode,5700,IN,110,560774,accepted,,"Hi,  I am Mohit Gaur. I have around 10 years of experience as a UI/UX Designer and UI/Developer.  Currently, I am working as a Leader of UI/UX Designer and  UI "
UCTJmkA2-u7Kyblm5_P6tKdA,Marketing School - Daily Marketing Tips,https://www.youtube.com/@marketingschoolpod,14600,US,2072,2331197,accepted,,"Your daily source for the most relevant marketing news and insights, brought to you by Neil Patel (Top 10 Marketer by Forbes, founder of NP Digital) and Eric Si"
UCent9wzKo20IvHWupP9-VHQ,CleverStack Labs,https://www.youtube.com/@cleverstacklabs,44,US,186,31269,rejected,subscriber_out_of_range,"CleverStack Labs is your go‑to hub for mastering productivity in the digital age with AI, smart tech tools, and the power of the internet. We create practical t"
UCJ4U9uZXdhSReTzaTUTE_GA,AEOBRO,https://www.youtube.com/@aeobro,78,US,36,46599,rejected,subscriber_out_of_range,"AI is changing how people find information — and most businesses don't know it yet.  AEOBRO publishes free, plain-English education on how AI systems discover, "
UCz_D-Kju8uCogzBiAAW-4Fw,Suraj Sahani Entertainment,https://www.youtube.com/@surajsahanientertainment,1640,IN,378,594317,accepted,,Mera name SURAJ KUMAR hai may funny comedy live sorts long live video  Banatahu may purandarpur sonbarsa ka hu Mera gimai surajkumarraja95@gmail.com hai #youtub
UCzSRpjI7gp7VwFFnZI12Wyg,SM BLOGGER,https://www.youtube.com/@mihir_official_1,1890,IN,546,1038234,accepted,,जय श्री राधे कृष्णा मेरे प्यारे भाइयों मेरे यूट्यूब चैनल में आपका स्वागत है 🙏🌹 मैं जो भी वीडियो बनाता हूं उसका सारा से श्रेय उनके वास्तविक और असली मालिक कोजाता 
UCtGTigszkH8uhHdUhng1lhw,NeuroxisAI,https://www.youtube.com/@neuroxisai0,35,DE,67,26726,rejected,subscriber_out_of_range,"KI entwickelt sich schneller, als die meisten verstehen.  Neue AI-Modelle können inzwischen Texte schreiben, Bilder generieren, Videos erstellen und ganze Arbei"
UCCZFGZP-mljTOdAxS1qFK6g,allie_202_,https://www.youtube.com/@allie_202_,231000,US,682,216747896,accepted,,Donate to 🏳️‍🌈 Rainbow Railroad today! All links are below.  
UCNZxC2gsx3AeDznckjYwRwA,Mahafuj Alam,https://www.youtube.com/@mahafuj_making_ai_videos,10,,3,9046,rejected,subscriber_out_of_range,
