channel_id,name,url,subscribers,country,videos,views,status,reject_reason,description
UClYr2rZY4rjVnL5hWvZob5w,A2Z Insight,https://www.youtube.com/@a2z-ns13,2,IN,4,628,rejected,subscriber_out_of_range,"Welcome to A3Z Insight! 🎉  Discover a world of funny comedy, unbelievable facts,Ai innovation,Health tips,Travel adventure,Mini vlogs,and Fascinating informatio"
UCGIEkaFMwVJ9lxJQ0TylzLg,eSkill,https://www.youtube.com/@eskillcorp,690,US,143,506643,rejected,subscriber_out_of_range,Hire the right candidates by testing the hard skills that matter.  eSkill is a pre-hire assessment solution designed to help organizations improve their hiring 
UC6YdqkNjnEXwVmJm_PZpHCQ,AI Byte Facts,https://www.youtube.com/@ai-byte-facts,9,IN,6,8693,rejected,subscriber_out_of_range,"Daily short tech facts, AI tools, and future technology explained in under 60 seconds. AI facts, tech shorts, artificial intelligence, future tech "
UC3e0WmYLBCEGquUD-KjVIrA,Casey.aicreates,https://www.youtube.com/@caseysday,654,,167,274842,rejected,subscriber_out_of_range,"Agentic Coding: Tips, Tricks, and Tools"
UCASSdHBt3d-aROan7_9mWBA,Technicalview abc,https://www.youtube.com/@technicalviewabc,238,IN,43,22484,rejected,subscriber_out_of_range,"Hi guys,  Welcome to my YouTube channel. Here you find Tech related stuff. Subscribe this channel to Technology.  Thank You for visiting."
UC91RZv71f8p0VV2gaFI07pg,Vedantu JEE Made Ejee,https://www.youtube.com/@vedantumath,2500000,IN,11066,945372417,rejected,subscriber_out_of_range,"Welcome to Vedantu JEE Made EJEE, the best YouTube channel for JEE preparation, CBSE Boards class 11 and class 12 preparation, and other engineering exams in In"
UCXhfHtONmMud8jMa6MWdN_w,Munna Digital Studio,https://www.youtube.com/@mdscreatorsyt,320,US,6,256,rejected,subscriber_out_of_range,"🚀 Welcome to Munna Digital Studio!  Your go-to channel for YouTube Growth, AI Tools, Online Business, Content Creation, and Digital Success.  Here you'll learn:"
UCQIycDaLsBpMKjOCeaKUYVg,CNBC Awaaz.,https://www.youtube.com/@cnbcawaaz,6280000,IN,204084,2718159019,rejected,subscriber_out_of_range,CNBC Awaaz is one of India’s leading business channels and has been a trusted source for business news and information for over 21 years. Our channel is dedicat
UC82iL_ME9puDTowvVEojBaA,lishnshell06,https://www.youtube.com/@lishnshell06,158,,146,73326,rejected,subscriber_out_of_range,
UCigFs9q-GoCOdSwbEnIMiXw,Sol NewsFlash,https://www.youtube.com/@solnewsflash,50,,190,99039,rejected,subscriber_out_of_range,"ONE MINUTE  summaries and updates on key OFFICIAL statements, posts, and speeches from the U.S. and foreign government officials.            Official updates on"
UCrp_UI8XtuYfpiqluWLD7Lw,CNBC Television,https://www.youtube.com/@cnbctelevision,3370000,US,156362,2610699638,rejected,subscriber_out_of_range,Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in business news worldwide. Don’t mi
UCoxnskYf-Iblu46COe20I5A,Tool Verzo AI,https://www.youtube.com/@toolverzoai,0,,1,0,rejected,subscriber_out_of_range,"ToolVerzoAI helps you discover the best AI tools, software, and apps that save time and boost productivity.  We test and review free and powerful tools for work"
UCnETCgx0KBd-2RqlW5Ro1qw,Vinay AI Official | AI Tools & Earning,https://www.youtube.com/@vinayaiofficial,183,IN,209,45489,rejected,subscriber_out_of_range,"Vinay AI Official ek Hindi AI channel hai jahan aap Artificial Intelligence, ChatGPT, Gemini AI, AI tools, AI automation aur online earning ke baare me simple a"
UCAX0nxzAQ3YArABRv1aaSYw,World News In 3 Minutes,https://www.youtube.com/@worldnewsin3min,5,IN,5,72,rejected,subscriber_out_of_range,"Welcome to World News in 3 Minutes.  Get the latest updates on Artificial Intelligence, Technology, Startups, Business, Science, and Global Events — all explain"
UCywzgnq_ALnrRpWeEIq2yhg,powerfyng,https://www.youtube.com/@powerfyng7590,3,,24,4595,rejected,subscriber_out_of_range,
UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business,https://www.youtube.com/@foxbusiness,3350000,US,89805,4956576190,rejected,subscriber_out_of_range,FOX Business Network (FBN) is a financial news channel delivering real-time information across all platforms that impact both Main Street and Wall Street. Headq
UChjesPMJi34UuM2jxWuzyhA,Know Do AI,https://www.youtube.com/@knowdoai,51,,11,1320,rejected,subscriber_out_of_range,"Welcome to KnowDoAI — where AI is treated as a tool, a system, and a discipline… not a magic trick.  This channel is focused on the practical side of AI:  build"
UCUZV4lN2BxFVETysOaJ0dCw,Jamie Shuell,https://www.youtube.com/@jamieshuell,30,,30,30047,rejected,subscriber_out_of_range,"🏆 Helping you master Claude  🤖 Use AI to save time, do cool stuff + build an AI agency   🚀 Practical daily tips and systems   Start here ⬇️"
UCFO99PAGgcqLHIjREk1Ldvg,Techfluencer Quest,https://www.youtube.com/@techfluencer-eval,10,,10,280,rejected,subscriber_out_of_range,"Welcome to Techfluencer Quest 🚀  Your weekly quest to actually understand AI — not the hype, the real skills. I break down prompt engineering, LLMs, RAG, AI age"
UCJ2OGbBpXrEsQ-rWa4w2SBA,Tanay Kothari Snippets,https://www.youtube.com/@tanaykotharisnippers,17,,31,47356,rejected,subscriber_out_of_range,
UCQ4UvAVilM3m3QorIcP_a2g,NEXORA AI,https://www.youtube.com/@nexora.techai,0,,3,40,rejected,subscriber_out_of_range,"Welcome to NEXORA AI.  Discover the future of Artificial Intelligence, cutting-edge AI tools, automation, productivity, technology trends, and digital innovatio"
UCj6PcyLvpnIRT_2W_mwa9Aw,Todo Noticias,https://www.youtube.com/@todonoticias,5060000,AR,72645,3725160490,rejected,subscriber_out_of_range,El canal líder de noticias en la Argentina. Calidad e información las 24 horas.
UCLfLWkO-4_1SXsxIB4vEF_g,Sagar Hustle,https://www.youtube.com/@sagarhustle,16,IN,24,20801,rejected,subscriber_out_of_range,I'm Sagar Yaduvanshi and this channel all about best Side Hustle and Ai Tools. Money Making With Ai And Other Video Related Online Income.    ON THIS CHANNEL 👇👇
UCv3zZZBQxMSs0e_uYzrzZDg,Baynum Tech Works,https://www.youtube.com/@baynumtechworks,49,US,34,8604,rejected,subscriber_out_of_range,"Building, breaking, and learning with AI and tech.  I’m not the AI expert on the mountain. I’m the guy in the garage with a RTX 5090, a DGX Spark, and enough cu"
UChTY7robKxAnH1xwpRpO7UA,CodNovAi,https://www.youtube.com/@codnovai-r5g,3,,2,5,rejected,subscriber_out_of_range,"Codnov AI builds intelligent software that automates the work slowing your business down. On this channel: product walkthroughs, AI automation deep-dives, behin"
UC1WQwVDmNLEVa9wU5O2utHg,Ctrl Alt Podcast Insights,https://www.youtube.com/@ctrlaltpodcastinsights,22,,59,19208,rejected,subscriber_out_of_range,"Fan channel powered by QuickReel AI sharing the best startup, AI & Silicon Valley insights from Ctrl Alt Podcast with Vida Patil. Short clips on tech, founders,"
UCdOO1AwLPJ3ppG3UJAwzDzg,TECHBYITE,https://www.youtube.com/@techbyiteofficial,5,,4,0,rejected,subscriber_out_of_range,"🚀 Welcome to TechByite! TechByite is your destination for the latest technology news, AI updates, gadgets, smartphones, apps, tech tips, and digital innovations"
UC1J2_bmr--GVctIzRVghmmA,ToolsUnpacked,https://www.youtube.com/@unpacktheai,14,BE,89,2297,rejected,subscriber_out_of_range,"We test, break down and honestly review the best AI tools so you don't have to. Every week we unpack AI tools for productivity, writing, coding, video, and busi"
UCKvKKEv7vKfac51oAH2YATg,AdventureAmplified,https://www.youtube.com/@adventureamplified_official,19,,3,13708,rejected,subscriber_out_of_range,Daily Educational content!        
UCihJKu78W0oagf8sK21UVGA,BuildWithAi ,https://www.youtube.com/@buildwithai.lovable,4,,6,2838,rejected,subscriber_out_of_range,4/10 followers  Create websites & apps in seconds. No code. Just lovable AI. 
UC-weTtIWgw8LC0wbzyslG5A,Prisfer,https://www.youtube.com/@prisferlife,5,,8,188,rejected,subscriber_out_of_range,"Every week, we break down the most powerful AI hacks, hidden tools, and game-changing business strategies from across the tech world — delivered straight to you"
UCb3TZ4SD_Ys3j4z0-8o6auA,BBC News 中文,https://www.youtube.com/@bbcnewschinese,2510000,GB,7721,801439113,rejected,subscriber_out_of_range,This is the official YouTube account of BBC News Chinese. 這是BBC News 中文的官方YouTube賬戶。 
UCZ-f6a-UHrZ4gqE3ir_0zrQ,The ai tools,https://www.youtube.com/@abidakhatunabidakhatun-i9p,3,,3,1967,rejected,subscriber_out_of_range,
UCIYLOcEUX6TbBo7HQVF2PKA,9 News Australia,https://www.youtube.com/@9newsaus,1860000,AU,51009,1556874178,rejected,subscriber_out_of_range,"Join 9News for the latest breaking news and events that affect you in your local city, as well as news from across Australia and the world."
UCqGGEaFvPb6tQkq5E_c45VQ,Irfan Ai Studio ,https://www.youtube.com/@irfanaistudio09,1,,2,8,rejected,subscriber_out_of_range,"From empty lawn to a massive luxury topiary sculpture — full transformation timelapse 🌿  In this video, you’ll see a hyper-realistic step-by-step build process:"
UCx3eOBv35WcJqqhnEnVbMtQ,AI Wiretap,https://www.youtube.com/@aiwiretap,12,US,278,19296,rejected,subscriber_out_of_range,"AI Wiretap — Tapping into the AI revolution. Daily news in 60 seconds.  We scan the entire AI landscape so you don't have to. Every day, we deliver the most imp"
UCfWORtvRzApKMcfHdJdrikQ,Bongo Imara,https://www.youtube.com/@bongoimara,1,,1,0,rejected,subscriber_out_of_range,"Bongo Imara — Swahili for ""Strong Mind."" We test the best free AI tools and productivity systems  so you can think sharper, work faster, and build smarter. New "
UCQOjpFKj6ZjSe-xZJJT3inw,The Gas Lamp,https://www.youtube.com/@gaslampnews,6,,50,12459,rejected,subscriber_out_of_range,
UC81LtJSjn6ZBwFadGUw57lw,Amidia AI,https://www.youtube.com/@amidiaai,431,IN,19,51735,rejected,subscriber_out_of_range,Explaining AI in the simplest way possible for business owners. contact @amidia.ai (instagram) sajid@amidia.in (email) 
UChN3IIqrniL3Oiq_q3F7zTw,DevTalksAGI,https://www.youtube.com/@devtalksagi,373,,316,451242,rejected,subscriber_out_of_range, Welcome to the Era of AI!  This channel is your go-to source for everything happening in the world of Artificial Intelligence. From cutting-edge AI tools and r
UCQMqz_7UzVx2qekhUQGRyog,AI Tools & Hacks,https://www.youtube.com/@aitoolsandhacks-l1z,0,IN,9,1219,rejected,subscriber_out_of_range,"🚀 Welcome to AI Tools & Hacks!  Learn the latest AI tools, ChatGPT tricks, automation hacks, video creation tips, and online earning strategies.  On this channe"
