name,url,subscribers,country,videos,views,japan_ai_score,locale_reason,description
久保貴美の社労士大学,https://www.youtube.com/@久保貴美の社労士大学,1300,JP,866,240890,5,"country_jp,japanese_text","弊社、久保社会保険労務士法人は、最新の人事労務情報を分かりやすい動画で提供しています!!  ☆。,・~～・,。★。,・~～・,。☆。,・~～・,。★。,・~～・,。☆。,・~～  【お問合せ】 https://www.sr-kubo.biz/  【Instagram】 労務についての情報を投稿しています！ https://instagram.com/kubokimik2?igshid=NzZlODBkYWE4Ng==   【thread"
オトアソブ生成AI,https://www.youtube.com/@otoasobu,1290,JP,618,974902,7,"country_jp,japanese_text,ai_keywords:AI/生成AI","生成AI活用”オトアソブ”です。  □自己紹介■ 生成AI活用で次のステージへ、オトアソブ X: https://x.com/akiyoshisan Instagram:  https://instagram.com/otoasobu?igshid=OGQ5ZDc2ODk2ZA==  秋吉雅史(アキヨシマサシ) ○オトアソブ生成AI/子供お絵描きAI ○CPP10社経験→Vidu,Higgsfield,kling,Lovart,komi"
Tsuruga Fly,https://www.youtube.com/@tsurugafly2165,1280,JP,160,138884,6,"country_jp,japanese_text,ai_keywords:AI",敦賀から発信するAIクリエイティブチャンネル「Tsuruga Fly」です。  元々はドローンで敦賀の風景を撮影・発信していましたが、現在はAI画像生成ツール「SeaArt」を中心に、初心者でも本格的な画像や動画を作れる実践的な解説をお届けしています。  「こんな画像・動画が作りたいけど、どうすればいいんだろう？」という疑問を解決し、制作時間を短縮しながら「魂のこもった」表現ができるようサポートします。  SeaArtの最新機能、プロン
あいのりAI - 企業のAI活用、相乗りが早くない? -,https://www.youtube.com/@ainori-ss,1260,JP,161,121504,6,"country_jp,japanese_text,ai_keywords:AI",StockSun株式会社におけるAI・DXの利活用をありのまま公開！  「現場で使えるAI・DX」をコンセプトとして、 経理や法務などのバックオフィス領域や デジタルマーケティング領域の DXによる業務効率化・AI活用を 重点的に発信していきます。   ✅LINEでAI・DXに関する無料相談が可能です https://x.gd/7h4nz  ✅法人様のAI・DXのお問い合わせは下記フォームから可能です https://x.gd/q173
森本洋平のAI大学~ヨッピーCH,https://www.youtube.com/@ai0316,1250,JP,157,123850,6,"country_jp,japanese_text,ai_keywords:AI",
【50代からのAI活用】大井 栄治,https://www.youtube.com/@eiji_future_self_ai_design,1250,JP,495,150453,6,"country_jp,japanese_text,ai_keywords:AI",【50代からのAI活用】大井 栄治 50代からでも遅くない！PC苦手でもできるAI活用術を、同世代の僕が実際に試してお伝えします。 あなたは、こんな悩みありませんか？ ✓ 「AIって難しそう…自分には無理」と諦めている ✓ YouTubeを始めたいけど、顔出しや話すのが苦手 ✓ 定年後の収入源や新しい趣味を探している ✓ パソコン操作に自信がなくて、新しいことに踏み出せない  このチャンネルで学べること： 📌 台本作成から投稿まで「仕組
大阪府議会議員　みちばた俊彦【公式チャンネル】　河内長野選出,https://www.youtube.com/@tmitibata,1230,JP,1301,1492272,6,"country_jp,japanese_text,ai_keywords:AI","大阪府政相談お気軽にご相談くださいませ。　mitibata@gmail.com 　大阪府議会議員みちばた俊彦　迄。  TOSHIHIKO MICHIBATA's Specialties: Social Media Strategy & Marketing Search Engine Marketing Web effectiveness & experience e-Commerce, CRM, IMC (Integrate"
ゆきち│AI×SNS攻略,https://www.youtube.com/@ゆきちaisns,1210,,211,612444,3,"japanese_text,ai_keywords:AI",SNS×バズリかたの発信 👇AI×SNSが学べる258講座🎁 デフォルトのブラウザアプリから飛ぶとスムーズ 
孤独なプログラマー,https://www.youtube.com/@kodoku_programmer,1190,JP,242,81005,5,"country_jp,japanese_text",noteを始めました。 https://note.com/ken_1101/ 私が作成した便利なプログラムの使い方や、それらをどのようにして作ったのかを分かりやすく解説していきます。  プログラミング初心者の方でも楽しんで学べるような内容を心掛けていますので、どうぞよろしくお願いします。 
ChatGPT活用チャンネル【株式会社AIM】,https://www.youtube.com/@chatgpt-katuyou,1150,JP,111,109282,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT",このチャンネルでは企業様の 『AIって何の業務に活かせるの？』 という一つの問いに対して全力で答えるチャンネルです！  ◆ChatGPTにできる業務を研究 ◆その成果を企業様の業務に活かすことで、日本企業におけるAIの推進を目指します！  運営会社：株式会社AIM 代表取締役：石井一之  ■AIMは企業の社員様や経営者様向けに、生成AIの業務活用をサポートする研修を提供しています！ ■広告代理店やサービス業、飲食・EC販売、IT関連、S
AI時短ラボ,https://www.youtube.com/@ai_jitan_lab,1150,,255,274954,4,"japanese_text,ai_keywords:AI/Claude",AIの進化を、煽らず冷静に、生活・業務目線で解説するチャンネルです。  📍 主なコンテンツ ・最新AIニュースの解説（GPT / Claude / Gemini） ・AI同士の比較検証（同じ指示で実演） ・ベンチマーク数字じゃ見えない実用性の話 ・AI活用の理想と現実  📍 このチャンネルのスタンス 「最強」「ヤバい」で煽りません。 事実を整理して、現実の境界線を見せます。 一次情報を大事にしています。  📍 SNS X（旧Twitte
パソコンサークルのkazu,https://www.youtube.com/@kazu7086,1140,JP,203,198422,5,"country_jp,japanese_text",パソコン操作のハウツーや最新のWeb情報をいち早くご紹介します。
ガルちゃん話題集,https://www.youtube.com/@garucollection,1060,JP,189,83126,5,"country_jp,japanese_text",いつもご視聴いただきありがとうございます！🐰 当チャンネルでは、ガールズちゃんねる内の有益なスレッドを厳選し、分かりやすくまとめてご紹介しています。 特にアラフォー世代に向けたトピックを中心に、 美容・ファッション・ショッピング・雑談など幅広くお届けしています。  画像がなくても楽しめる構成となっておりますので、 家事の合間や子育て中、通勤・通学の時間など、 “ながら視聴”で気軽にお楽しみください。  チャンネル登録・高評価・コメントを
Cloud Atlas ,https://www.youtube.com/@cloudatlas-main,1050,JP,193,50521,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",CloudAtlas-mainは、株式会社クラウドアトラス（cloudatlas.jp）が運営する公式YouTubeチャンネルです。  当社はクラウドサービスを活用した生成AIやCG/VFX制作環境の設計・構築・運用サポート、クラウドレンダリング、ネットワーク最適化など、映像制作業界を中心に最適なITソリューションを提供しています。  さらにこのチャンネルでは、生成動画AI、映像制作、クラウドGPU、VFX制作の最新動向と クラウドやC
黒猫ニュース,https://www.youtube.com/@kuroneko-news,1050,JP,994,671678,5,"country_jp,japanese_text",時事ニュース動画を主に扱っています。
もちもちトピックス,https://www.youtube.com/@もちもちトピックス,1040,JP,476,438839,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/人工知能/LLM",🎙️ もちもちトピックスシリーズ  ずんだもん（解説者）とランダムな（MC）がお届けする、AI・テクノロジーの最新ニュース番組です。  #AI #人工知能 #生成AI #LLM #VOICEVOX #AIニュース #エンジニア #四国めたん #ずんだもん #中国うさぎ
SOCIAL TALK ソーシャルトーク,https://www.youtube.com/@socialtalk_jp,1040,JP,384,151665,5,"country_jp,japanese_text",SNS（ソーシャル）を活用したマーケティングについての情報を発信します。事業成果にコミットするSNS戦略コンサルティングおよびデザイン/動画制作を手がける、株式会社TaTapの代表富田が一人がたりするラジオ番組です。  
ガル子の本音まとめ,https://www.youtube.com/@정규엽-d3i,1020,JP,171,53009,5,"country_jp,japanese_text",ガル民たちのリアルな本音、気になる話題、有益すぎる体験談を毎日わかりやすくまとめて紹介！恋愛・結婚・美容・人間関係・仕事・生活の悩みから、思わず笑ってしまう雑談スレまで、今話題のガルちゃんトピックを厳選してお届けします。 「こんな考え方あるんだ！」「わかる…それ私も思ってた！」そんな共感できる本音トークや、女性ならではのリアルな意見が楽しめるチャンネルです。暇つぶしに見たい人も、有益な情報を知りたい人も大歓迎！毎日更新で、面白いスレ・役
Stefan Antonelli // Künstliche Intelligenz für KMU,https://www.youtube.com/@stefanantonelli,1010,DE,469,327525,3,ai_keywords:AI/ChatGPT/Claude,"Du hast Bock auf KI für dein Business mit echtem Nutzen?  Ich übersetze die technologische Revolution von 2026 in handfeste Wettbewerbsvorteile für deutsche Unternehmen.  Hier erfährst du nicht nur, was Tools wie Perplex"
松田幸之助の仕組み化実践チャンネル,https://www.youtube.com/@shikumika_jissen,1000,JP,571,195312,5,"country_jp,japanese_text","30,000部を突破したベストセラー『ヤバい仕組み化』シリーズ（あさ出版）の著者、 松田 幸之助（本名: 松田隆宏）がお届けする、中小企業経営者やビジネスパーソン向けのチャンネルです。 最速・最短で成果を出す「仕組み化」の秘訣を体系的に学び、あなたのビジネスを加速させましょう！   ★松田の自己紹介★ 『ヤバい仕組み化』（あさ出版）著者 株式会社プリマベーラ社長執行役 お酒好きで、仲良くなると飲みに誘います！   ★松田の実績一覧★ 🔸"
