channel_id,name,url,subscribers,country,videos,views,japan_ai_score,locale_reason,status,reject_reason,description
UCe81ZTZ4mFTdauqnz1_eEVw,Real AI advantage ,https://www.youtube.com/@realaiadvantage,53,IN,36,30018,1,ai_keywords:AI,rejected,subscriber_out_of_range,"🤖 AI | Robotics | Future Tech  Daily Shorts and regular deep dives into the technologies shaping our future.  From humanoid robots and Physical AI to breakthrough innovations, futuristic scenarios, and emerging tech tren"
UCrLHBCOz211YirQRg2QVJvA,ArchiTech Network,https://www.youtube.com/@architech.network,42000,GB,173,1454682,0,,rejected,not_japan_ai_enough,Technology is quickly shaping the future of the built environment and changing the way we design and build the world around us!  Archi-Tech Network is a collective of practicing architects sharing knowledge around the in
UCrQek3Txy1uNiP5S_8PuvcA,Jean Kang,https://www.youtube.com/@advicewithjean,670,,160,164148,0,,rejected,subscriber_out_of_range,"spilling ✨intentional✨ tech, work, & life advice  💙 starting over in my 30s 🇰🇷 |"
UCUwBl4PL2hxAmXjzPll2QjQ,Saurav Verma | Generative AI,https://www.youtube.com/@sauravgenai,73,IN,77,28466,2,ai_keywords:AI/LLM,rejected,subscriber_out_of_range,"This channel explains the core concepts behind Generative AI in a simple and structured way.  Here you’ll learn about: 🔹 How large language models (LLMs) are built and trained 🔹 Techniques like fine-tuning, embeddings, a"
UCRGVxzuymNJtFRe1MjteH7Q,The Lazy Doer,https://www.youtube.com/@thelazydoer,1,,7,297,0,,rejected,subscriber_out_of_range,
UC1Wn8F-xff2j4hR9ZZ1UsyA,Claude Ams - Programming Guru 💻,https://www.youtube.com/@claude_developer,410000,US,175,338911,2,ai_keywords:AI/Claude,rejected,not_japan_ai_enough,"👇 | SUBSCRIBE to become a SIGMA Coder Σ | 👇  💻 | Sharing Daily Coding tips. 🦾 | BF of Developers and Students ⚙️ | Productivity Instructor (study, work, code)  🚀 Are you ready to take your coding skills to the next level"
UCHczcgOdhsIvYdDL0KHZl1A,だに / AIアプリ開発とクリエイティブ,https://www.youtube.com/@danioff,228,JP,91,51203,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,だにおのAIニュース TOP3 現役エンジニア × 個人開発者の視点で、AI業界のトピックを3つ厳選してお届けします。  📰 このチャンネルでわかること ・新モデル/新サービスの公式リリース ・AI企業の動き（資金調達・買収・提携・規制） ・現場目線で「使える / 使えない」の判断材料  💡 こんな方に向いています ・本業の合間にAI動向を効率的に追いたいエンジニア ・自分のプロダクトにAIを組み込もうとしている個人開発者 ・SaaS 
UCQ_7DrR1aX9TOqq8yvvFl1A,PhyLosophy,https://www.youtube.com/@phylosophy_ai,3760,IN,141,579735,0,,rejected,not_japan_ai_enough,This channel is basically based on Physics and Programming. A physicist should know different programming languages to conduct his/her research work. So I am trying to make tutorials on different programming languages fo
UC-pgQlqAWhYIZLzvvU6deUw,デジタルの時間,https://www.youtube.com/@デジタルの時間,35,JP,24,17451,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,こんにちは、「デジタルの時間」へようこそ！ エンジニア歴30年の知識を活かして、  このチャンネルでは、パソコンやITに関する情報を、 ビジネスからプライベート利用 まで幅広くお届けしたいと思います 。 仕事上、身バレできないので、当面はゆっくりボイスでのお届けします。 
UCS5W4f_rZexpCnBF1tSh1XA,Neil McLoughlin,https://www.youtube.com/@virtualmanc,3450,GB,361,404583,0,,rejected,not_japan_ai_enough,"Welcome to the virtualmanc YouTube channel—your go-to resource for mastering Azure Virtual Desktop, Windows 365, Microsoft Intune, Azure, and all things DaaS & VDI in Azure! 🚀  I share practical tutorials, best practices"
UC2A__LgeTOVri3RfUfjJBvQ,Tech By Ralph,https://www.youtube.com/@tbr-techbyralph,5880,,429,890009,0,,rejected,not_japan_ai_enough,"Welcome to Tech By Ralph, This channel is dedicated to anyone passionate about programming and the ever-evolving world of technology. Here at Tech By Ralph, you'll find: 🚀 Informative tech videos exploring modern innovat"
UCEkNy6xdQcBiPE0J38-Ja-w,AJ Thompson,https://www.youtube.com/@ajegrethompson,225,NG,30,22363,1,ai_keywords:AI,rejected,subscriber_out_of_range,"I help B2B service providers stop leaking time and money by automating lead capture, pre‑qualification, and booking with AI workflows—so they close faster and focus on the work that matters.  Real estate agencies, coache"
UCwu3AWM2sF19zaXaxRsX6-Q,ジェネラティブエージェンツ / Generative Agents,https://www.youtube.com/@generative-agents,906,JP,98,25314,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/Claude",rejected,subscriber_out_of_range,「難しい技術」を「ビジネスに使える知識」へ。生成AI・AIエージェントの最前線をわかりやすく解説。 生成AIを実務で徹底活用している弊社の「リアルな知見」を発信しています。  ◆運営：株式会社ジェネラティブエージェンツ 2024年3月設立。生成AI×エージェント開発に特化したテクノロジーカンパニー。  生成AIアプリ開発のデファクトスタンダード「LangChain」の公式エキスパート。生成AIやAIエージェントの活用において、戦略立案、
UCWtn43iWT37JhCzLyX8oSmg,フューチャーランク NEXTGEN,https://www.youtube.com/@フューチャーランクnextgen,20,,33,20576,4,"japanese_text,ai_keywords:AI/ChatGPT",rejected,subscriber_out_of_range,【フューチャーランク NEXTGEN】  「知らなかった」では遅い。 AIで差がつく時代、あなたの時間を取り戻す方法を毎日届けます。  ▼ このチャンネルで得られること ✅ 仕事・副業の悩みをAIで解決する具体的な方法 ✅ 「1時間→5分」を実現する使い方を3ステップで解説 ✅ 専門知識ゼロでも今日から使えるAI活用術  ▼ こんな人に見てほしい ・AIが気になるけど何から始めるかわからない ・仕事・副業でAIを活かしたい ・周りと差を
UCJG_DqXLMYJlBi0uLJhDxMA,Ross Minchev,https://www.youtube.com/@rossminchev,163000,US,386,6404428,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Don't waste your time wondering which business to start! Just start something. If it fails, it fails... Move to the next one.    "
UC9HZwTqs8Xwecuyc7KFU0Ag,My AI Note,https://www.youtube.com/@myainote-yuji,10,,17,7446,4,"japanese_text,ai_keywords:AI/生成AI",rejected,subscriber_out_of_range,はじめまして、Yujiと申します。 チャンネル概要ページをご覧いただきありがとうございます。  このチャンネル「My AI Note」は、日々進化を続ける生成AI技術を創作活動や日常生活にどのように取り入れ、活用していくかを記録・発信していくための場所です。  ぼく自身が一人のクリエイター、そしてMacユーザーとして、実際にツールに触れて得た知見やノウハウを、信頼できる「ノート」のように丁寧に分かりやすく共有していくことを目指しています
UCvKKOXraFLWi0VK5URDy_og,AI NEWS CAT,https://www.youtube.com/@ai_news_cat,20,JP,86,23981,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,AI関連のニュースやトレンド情報、ビジネス視点での解説をお届けするにゃ😽
UCQ2vgr0ktMkX-bl2u0MJZIg,Max Tornow,https://www.youtube.com/@maxtornow,4450,CY,469,389106,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Helping you build, grow & sell on social media with the help of AI & psychology."
UCBMw_gJiL-48Pab_z6teXOA,ずんだもんの素人AIエージェントチャンネル,https://www.youtube.com/@ずんだもんと学ぼうaiエージェント,13,JP,29,11057,7,"country_jp,japanese_text,ai_keywords:AI/エージェント",rejected,subscriber_out_of_range,プログラミング知識ゼロのずんだもんがAIエージェントのシステム構築に挑戦する動画です 実際にAIと対話しながら自分の解説動画の自動生成を目指します 素人による発信のため参考にならないと思いますがエンタメとしてお楽しみください 
UCpTy-FXY4Rp0nslzb3y4IMw,Decoding CyberSecurity,https://www.youtube.com/@decodingcybersecurity1920,20300,MY,89,450111,1,ai_keywords:ChatGPT,rejected,not_japan_ai_enough,"Welcome to Decoding CyberSecurity! 🚀 Actionable Threat Intelligence from 18-year InfoSec Specialist Rakesh Nayam. We expose real hacks, analyze complex breaches, and deliver expert defensive strategies.🛡️  👉 Deep dives i"
UCA-TgpRIiE67npjBrkeNxKQ,AI研究,https://www.youtube.com/@ai研究-e7g,0,,1,45,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,
UC6DY5_wdrBmaqFeLwOAhzFA,TD Sunshine,https://www.youtube.com/@tdsunshine,41400,GB,139,2481556,0,,rejected,not_japan_ai_enough,☀️ Figma • Design • Passive Income ✨ Digital creator  🙏🏼 Thanks for watching!   🪬 Channel milestones ☆ First video - March 23 ☆ 100 subscribers - April 23 ☆ 1000 subscribers - July 23 ☆ 5000 subscribers - April 24 ☆ 10k 
UCeKNYDvbHFQS7fA38GpoR-g,Ava Does AI,https://www.youtube.com/@avadoesai,6160,,351,450609,1,ai_keywords:AI,rejected,not_japan_ai_enough,
UCtlmsV1N9moItZgWwTGSB3w,40代会社員のAI実験室,https://www.youtube.com/@ai_challenge365-l5d,13,,54,14032,4,"japanese_text,ai_keywords:AI/ChatGPT",rejected,subscriber_out_of_range,40代会社員が、AIを使って仕事・勉強・発信・副業準備を少しずつ進めていく実践記録チャンネルです。 借金700万円を完済したあと、会社だけに頼らない人生を目指して、ChatGPTやAIツールを活用しています。  このチャンネルでは、 ・ChatGPT活用 ・AIで仕事効率化 ・AIで資格勉強 ・AIで動画台本作成 ・AIで日記や頭の中を整理 ・AI副業への挑戦 ・40代会社員のリアルな試行錯誤 を発信していきます。  完璧なAI専門家で
UCUlcMleO8b1w4X05X3bZhhw,@ChosenozoAI,https://www.youtube.com/@chosenozoai,60500,US,658,2925876,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Viral AI Tools That Make You Money & Save Time”, emerging technology, and smart online business ideas.  Here you’ll discover simple tutorials, real experiments with AI tools, and practical ways technology is changing how"
UC4Sqfyjc3gi3xcA6lv3JU_A,ズボラAI教室【AIでとにかく楽したい】,https://www.youtube.com/@ズボラai教室,144,JP,3,5749,7,"country_jp,japanese_text,ai_keywords:AI/ChatGPT",rejected,subscriber_out_of_range,ズボラAI教室へようこそ！  このチャンネルでは、ChatGPT・Gemini・Canva・NotebookLMなどのAIツールを、 「難しいことは覚えたくないけど、仕事や日常をラクにしたい」方向けに、やさしく解説しています。  長尺動画は毎週水曜日の18時に発信をしているので、 AIの勉強を習慣化させて将来楽したいよって方は、 今のうちにチャンネル登録をお願いします！  AI初心者の方でも、画面を見ながら一緒に使えるように、 基本操作
UCtwLI5uc54jMzBK04s_Gfyg,みちまさ_SNS×AI活用術,https://www.youtube.com/@michimasa_sns_ai,11,JP,87,4286,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,フォローするだけでバズります📈 SNS総フォロワー11万人の中の人 SNSxAI攻略237特典無料🎁 ※開かない人は右上の「…」→ブラウザで開く  
UCZWCXsabG46fxJvBf9PNjkg,平戸DX推進連絡会,https://www.youtube.com/@dxhirado,26,JP,15,420,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,平戸DX推進連絡会は長崎県平戸市におけるDXを進めるための有志による連絡会です。 公式サイトはこちら。　https://dx.hiradofan.com/ お問合せは上記公式サイトのお問合せからご連絡ください。 
UC8rOJh3nXoYJ1VG-oz4ViEQ,AgentsLab-Ritik,https://www.youtube.com/@agentslab-ritik,8,,32,2677,0,,rejected,subscriber_out_of_range,
UCe9I4lfO40V1fsjRuhnlwuA,アラフィフおやじのAI挑戦,https://www.youtube.com/@アラフィフおやじのai挑戦,2,,2,673,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,🤖 アラフィフおやじのAI挑戦へようこそ！ こんにちは！アラフィフのおやじが、最新のAI技術に果敢に挑戦していくチャンネルです。 📺 配信内容  ライブコーディング配信（AIを活用したプログラミング実況） 話題のAIツールを実際に使ってみた AI技術の初心者目線でのチャレンジと失敗談 便利なAI活用術の紹介  🎯 こんな方におすすめ  AIに興味があるけど、何から始めればいいかわからない方 同世代でAI技術に挑戦したい方 プログラミング
UCXu3C3P6ZbpwehPqpZSFYSw,Tom Nassr | XRAY ,https://www.youtube.com/@xrayautomation,19200,US,508,1893134,1,ai_keywords:AI,rejected,not_japan_ai_enough,"XRAY is the workflow automation and research consultancy. We help people to get rid of robotic work so that they can reclaim their time and focus on more important tasks.   In our videos, we'll share tips and tutorials f"
UCbegO_gdI0QNYYqyVB1T_Gg,くろりん,https://www.youtube.com/@kuro_ringring,31,JP,49,10842,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,ハローマイチャンネル！8月ごろには必ずチャンネル登録者数100人は行ってほしい！🥺音楽制作やゲーム実況、ちょっとしたコントみたいなのも出すね！絶対に従ってほしいルールがある！それは、僕の音楽または音源を登録者数以外は無断で使ってはいけない。もし使いたいなら、チャンネル登録する必要がある。あと、音楽制作がメインのチャンネルです。パクリは…まあいい。けど、データをコピーするのはダメ。あと、リミックスもパクリ音楽も登録している人じゃダメ。動画
UCjUodSSn1Ltl8mSOlIOcncA,Automate With kms,https://www.youtube.com/@automatewithkms,0,,1,26,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Automate With KMS is dedicated to practical n8n automation workflows — screen-recorded, audio-explained, and built for real-world use.  No theory. No fluff. Just working automations you can implement immediately.  Money "
UCFGgJNR2aY6izhGmyu4j4dw,AI BUSINESS FACTORY  AI × 実業 × ドキュメンタリー,https://www.youtube.com/@aibusinessfactory,5,,3,113,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,AI BUSINESS FACTORY｜ABF  AI × 実業 × ドキュメンタリー  AIで、 1人社長はどこまで進化できるのか。  AIを使って、 実際に事業を立ち上げ、 進化させていく過程を、 リアルに公開するプロジェクト。  Build in Public.
UCcKQIgO7bTX7EMOkMXq9MyQ,Workflow Lab,https://www.youtube.com/@workflowlabhq,5,GB,31,2597,2,ai_keywords:AI/Claude,rejected,subscriber_out_of_range,"Workflow Lab is where solo founders and consultants learn to replace manual work with n8n and AI.  Every video shows a complete workflow you can fork, modify, and run today. Code on GitHub, walkthrough on screen, no fluf"
UCCrp35zGOeLLtYfX-IZ8uyg,AIで人生楽したい【AI解説】,https://www.youtube.com/@darunonemu,16,,4,664,5,"japanese_text,ai_keywords:AI/ChatGPT/Claude",rejected,subscriber_out_of_range,人生、できればだらだら過ごしたい。  このチャンネルは、人生をなるべく楽にしたいAI研究員「怠野ねむ（だるの ねむ）」が、ChatGPT・Claude・Geminiなどを使って、仕事・調べ物・資料作成・学習をこっそり楽にする方法を研究するチャンネルです。  面倒な作業を、AIでショートカット。 がんばる前に、まずAIに任せよう。  VOICEVOX:猫使アル/猫使ビィ 
UC7NG7WBuz-FXy_LrTVu4ECw,sho AI Lab ,https://www.youtube.com/@shoailab,1,JP,66,8573,7,"country_jp,japanese_text,ai_keywords:AI/Claude",rejected,subscriber_out_of_range,sho AI Lab は、AI と Python を使って副業を自動化していくリアルな実験記録チャンネルです。    毎日 19 時に台本生成、20 時に動画自動投稿。コードも全部公開してます。    ▶ 詳しい記事（実装コード付き）   https://note.com/alive_quokka216    ▶ Bluesky（毎日の進捗）   https://bsky.app/profile/shoaiwork.bsky.socia
UC8mtHG2F5tBwO4KQZMfSoHw,キキ| SNS × AI活用,https://www.youtube.com/@kiki_youtube_ai,3,,15,1481,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,初心者でもできるAI×SNS活用術を発信👩‍💻 SNS総フォロワー13万の中の人 🎁↓AI×SNSが学べる213講義↓🎁 
UCCtUJjOf_yJH5p8x3jgxRKA,MindOrbit,https://www.youtube.com/@mindorbit-b3g,14,,86,16037,0,,rejected,subscriber_out_of_range,
UC3xozcPQyMHfCOxE7P2NvGw,AI歴5年の驚き屋,https://www.youtube.com/@natyusura,5,,26,275,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,
UC5QbnhAmaNYsvu6S53Smnsw,白雪-AI副業,https://www.youtube.com/@fairytail777ai,3,,28,4702,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,
UCRgiYCZWkouNJiRuH826lhg,AI WAVE,https://www.youtube.com/@aiwavenewsjp,21,,99,14966,5,"japanese_text,ai_keywords:AI/生成AI/人工知能/ChatGPT",rejected,subscriber_out_of_range,🌊 AI WAVE｜AIの最新情報を、毎日あなたに。  ChatGPT、Claude、Gemini、画像生成AI、動画生成AI… 進化が止まらないAIの世界を、わかりやすく解説するチャンネルです。  📌 このチャンネルで扱うテーマ ・最新AIニュース速報 ・話題のAIツール徹底レビュー ・AI活用術＆実践テクニック ・初心者向けAI入門ガイド ・AIビジネス活用事例  🔔 毎日更新｜チャンネル登録＆通知ONで最新情報をキャッチ！  #A
UCnSdNPCUPUipUsfRsuEvS8Q,TechNewsTips,https://www.youtube.com/@technewstipsnow,24,,215,35279,0,,rejected,subscriber_out_of_range,
UC33fIWO8Qs82Hk67v-e5d1Q,The Wix Wiz,https://www.youtube.com/@thewixwiz,11700,US,481,1571598,0,,rejected,not_japan_ai_enough,Hi fellow Wixers 👋 I'm Eitan. I have been using Wix for several years and want to share some of my experience. Hope you enjoy!  Please post any questions you have about the tutorials on our forum: https://www.thewixwiz.c
UC2b2wgxm0vFjQfJJ0iRcFRw,Zubair Trabzada | AI Workshop,https://www.youtube.com/@ai-gptworkshop,135000,US,289,6535209,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Welcome to AI Workshop, your ultimate destination for mastering no-code AI tools! Whether you're a complete beginner or an experienced professional, our channel is dedicated to helping you build powerful AI agents and au"
UCR3LZiuPAn1VPoOHzeCWVrA,webweb_labo,https://www.youtube.com/@webweb_labo,190,JP,8,8850,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/Claude",rejected,subscriber_out_of_range,【AIで「知る」から「できる」へ｜なかまゆ公式チャンネル】  「AIツールが多すぎて何を使えばいいかわからない…」 「ChatGPTを触ってみたけど、実際の仕事に活かせていない…」  そんな悩みを持つ方に向けて、最新AIエージェントで、仕事の自動化・副業・効率化を実現するための実践的な活用術を発信しています。  PCが苦手な初心者の方でも、最短ルートで「AIを使いこなす側」になれるよう、難しい専門用語を排除して「ロードマップ形式」で分か
UCctL30i8tVgSS9A37Q532eg,Income stream surfers,https://www.youtube.com/@incomestreamsurfers,150000,GB,2243,14645601,1,ai_keywords:AI,rejected,not_japan_ai_enough,"The No B.S, No Secrets YouTube Channel For Organic Marketing Strategies.  Join as we uncover new strategies every day for marketing your business online with an organic-first approach. There are too many YouTube gurus ou"
UCYP8hinKjZ1GRcJeMLil8wg,さくら【AI×SNS活用術】,https://www.youtube.com/@sakura_ai_sns,36,,80,40536,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,フォローするだけでAIを使いこなせます💡 SNS総フォロワー12万人のアカウントプロデュース 🎁🔻豪華213大特典🔻🎁
UCkl3SZYRXiOEaV4AbkGggnQ,firestarterbuzz,https://www.youtube.com/@firestarterbuzz,1,,2,4,0,,rejected,subscriber_out_of_range,
UC4VpM2gtTxbXSiyL1ODl9uQ,Aivoxy,https://www.youtube.com/@aivoxy,11200,US,68,2644625,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Aivoxy – Your AI Powerhouse! 🤖🚀 Welcome to Aivoxy, where AI meets innovation! ⚡ Stay ahead with:  ✅ Breaking AI News 📰 ✅ Game-Changing AI Tools 🛠️ ✅ Expert Insights & Trends 🧠  The future is AI—don’t just watch it, be pa"
UCNu-Nl_0osUX_3BnaaFlM8w,MYTalk(マイトーク),https://www.youtube.com/@myt_inc,152,JP,444,199176,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,MYTalk（マイトーク）｜山口雅史のITチャンネル は、株式会社MYT代表・山口雅史が運営する公式YouTubeチャンネルです。  MYTalkでは、IT業界の構造や現場のリアル、テクノロジーの未来、経営視点からの人材育成や事業戦略などについて、実体験をもとに語っていきます。 エンジニア・IT業界志望者・マネジメント層・経営に興味のある方など、幅広い層にとって「学びと視点」を提供できるコンテンツを目指しています。  時事ネタや日常のち
UCvKllN1qTLfkRkHDdVZDGSA,Techlusive,https://www.youtube.com/@techlusiveofficial-l3h,475,IN,212,480848,0,,rejected,subscriber_out_of_range," Hi 👋 2M subscribe targe Welcome to My Channel -  This Channel is About Video Editing, Photo Editing and Reels Editing Tutorials, Tips and Tricks. All Types of Editing on Android and iOS Device.  I hope that in my channe"
UCdFNLoionMCay2qkos-vC7w,毎日AI最新情報,https://www.youtube.com/@mainichiainews,192,JP,186,122015,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/Claude",rejected,subscriber_out_of_range,"【数分で追いつくAIの最前線】  AIの進化は、もう誰にも止められません。 「毎日AI最新情報」では、世界中で次々に誕生するAIエージェントや最新ツールを、毎日凝縮して解説します。  ✅ OpenAI (ChatGPT), Google (Gemini), Anthropic (Claude) などの最新動向 ✅ AIエージェントによる自動化の未来 ✅ 乗り遅れると損をする最新ツール情報 ✅ 複雑なAIニュースをシンプルに  激変する時"
UCrslNbzzz8CcQ7VSBrermOg,Run The Prompts,https://www.youtube.com/@runtheprompts,1530,,62,96200,2,ai_keywords:AI/ChatGPT,rejected,not_japan_ai_enough,"Our goal is to make learning about AI tools awesome and fun. We focus on ChatGPT, Venice, and Midjourney, as well as some other cool AI tools.  Mission Statement: We help the world use AI to get more done, have more fun,"
UCynBW9izAZccezIENWCVm1Q,あい【AI×SNS活用先生】,https://www.youtube.com/@ai.sns-teacher,85,,69,58775,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,【AI×SNS収益特化】今だけ223講義資料無料公開‼️ AI×SNSで″稼ぐ力″を育てるプロです。  やるからには最短で✍️  ［主な特典内容］ ✅AIとSNSが学べる最大300本の動画講座 
UCZ2a-rQv1Mbl24FsVwgkqXg,Ailin Werner,https://www.youtube.com/@ailinwerner-en,19,,24,2048,1,ai_keywords:AI,rejected,subscriber_out_of_range,I help non-technical people use AI and automation to get their time back — at work and in life.  No coding. No jargon. No overwhelm.  I spent 15 years working in tech without ever feeling technical. Then I discovered n8n
UCTXI0WyluIR2a54tg83vpLQ,Therv Amazing ,https://www.youtube.com/@thervamazing,2220,,23,65082,1,ai_keywords:AI,rejected,not_japan_ai_enough,"welcome to THERV AMAZING 🚀  This channel is all about AI tools, tech hacks, and smart ways to grow online. I break down complex tech into simple, practical content you can actually use.  💡 What you’ll get:  Latest AI too"
UCF4T5KhUA86YlyQkhBPNacA,さやと愉快なAIたち,https://www.youtube.com/@saya_to_ai,0,JP,3,623,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",rejected,subscriber_out_of_range,毎日19時投稿！ プレゼントはコメントにこっそり入れておいたよ✨️  「AIって結局よくわからない」 「仕事で具体的にどうAIを使ったらいいの？」  OLのさやを通してAIたちが、 本当に使えるAI情報を厳選して、 初心者向けに楽しくご紹介します！  【さらに】 国立大学客員准教授が監修 『AI完全解説オンラインセミナー』が、 参加者10万人を突破しました✨  今なら参加者限定で「AI活用法15大特典」を配布中🎁 無料で毎週開催中なので
UCsNrUWPBD6cIV0PzX5gV8tw,みゆAI×SNS活用 ,https://www.youtube.com/@miyu_ai_snskatsuyou,1,,2,0,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,チャンネル登録するだけでAIマスター💡 初心者でもできるAI×SNS活用術を発信👩‍💻 SNS運用30万達成者15人 AI×SNSが基礎から学べる213講座🎁  
UCQ_CV2CJVzPmoSxDHom-bUA,Ansub Khan,https://www.youtube.com/@ansubkhan,367,AE,63,32029,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Founding engineer at 2 YC startups. Led frontend at an AI agent company. Now I do web design for funded AI/SaaS/Tech companies and show you exactly how.  Design, code, AI, and the systems behind running an agency. New vi"
UCry86W-sTkARNGHW0rnRBYQ,Fala Melo,https://www.youtube.com/@fala_melo,4890,,141,492927,0,,rejected,not_japan_ai_enough,
UCjvVQApr1vul3y20_1BD7dQ,AI for Growth – USA,https://www.youtube.com/@aiforgrowthusa,1,US,76,7600,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Artificial Intelligence isn’t about hype. It’s about leverage. This channel breaks down AI tools and trends in a simple, strategic way — so you can work smarter, move faster, and stay competitive. You’ll find short, focu"
