name,url,subscribers,country,videos,views,japan_ai_score,locale_reason,description
Mappy Photo,https://www.youtube.com/@mappyphoto,220000,JP,965,22453708,5,"country_jp,japanese_text",Mappy Photoは、えりな（動画出演）とたじ（動画編集）の2人組です。  こちらのチャンネルでは、フォトグラファーやWebデザイナーには必須の技術PhotoshopやLightroomについて、初心者でもPhotoshopを使いこなして作りたいものが作れるように、基礎から応用までのチュートリアルを発信中です。  モットーは”かつてPhotoshopに挫折した自分たちのような人が、楽しく独学できるよう手助けをする！”  週3回月・水
ためになるAppleの話,https://www.youtube.com/@appletaka,218000,JP,441,25561407,5,"country_jp,japanese_text",⭐️Apple製品を中心にこんな動画が見れます ・難しいことは極力少なくした使いこなし動画 ・多くの人に分かりやすい言葉で新製品の魅力をご紹介 ・ITで有りがちな困ったことを極力減らす情報の配信  —————  ⭐️Takaって何者？ YouTubeチャンネル『ためになるAppleの話』代表。Apple製品をもっと使いこなしたい視聴者に向け、専門用語を使わずに原則や基礎知識をわかりやすく解説するスタイルが支持されている。IT業界で20年
まみよし,https://www.youtube.com/@mamiyoshi,213000,JP,1894,169122934,6,"country_jp,japanese_text,ai_keywords:AI",ガジェットで毎日を便利に✨  このチャンネルでは毎日の生活が便利になるガジェットや家電を紹介しています✨  難しい話は抜きで「どんな人におすすめ？」「実際どうなの？」を正直にお伝えします。 ガジェット初心者の方も大歓迎です🍀  💡主な内容 🔹iPhone / Androidのスマートフォンレビュー 🔹Apple製品の使い方 & レビュー 🔹おすすめガジェット紹介 🔹便利な家電紹介  🔔 チャンネル登録して、一緒に最新ガジェットを楽しみま
Alex Finn,https://www.youtube.com/@alexfinnofficial,211000,US,262,9704989,3,ai_keywords:AI/Claude/Codex,"The number 1 vibe coding channel on Youtube. I'll teach you how to use Claude Code, Codex, and AI even if you've never used them before!  I built a $300,000 a year AI app without writing a single line of code. I'll show "
いけともch,https://www.youtube.com/@iketomo-ch,207000,JP,402,14436491,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT",ChatGPTや最新AI・リモートワーク系ツールなど、リモート時代に必要なツール・ノウハウをわかりやすく学べるチャンネルです。ITが苦手な人にも分かりやすく、実践的な解説やノウハウをどんどん出していきますので、ぜひチャンネル登録いただき、一緒に学んでいきましょう！   ■このチャンネルの対象者 ・ChatGPTなどの生成AIを使いこなしたいけど、いまいちわからない… ・ZoomやSlackなどいろいろなツールを使う必要あるが、ITが苦手
キノコード / プログラミング学習チャンネル,https://www.youtube.com/@kinocode,204000,JP,1050,16901924,5,"country_jp,japanese_text",■どんなチャンネル？ Python学習、プログラミングやIT用語の解説動画を配信しています。 ITスキルアップやPython入門から実践まで幅広く学習できます！ 動画は、図解をたくさん引用し「わかりやすい説明」を目指しています。  ■なぜやるのか？ 「より多くの人に、より質の高い学習の機会を」というコンセプトでチャンネルを運営しています。 というのも、私自身、司法試験に失敗して27歳で初めての社会人。契約社員でした。 お金がなくて本も買
KEITO【AI&WEB ch】,https://www.youtube.com/@keitoaiweb,202000,JP,492,17636686,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/Claude",AI × ディレクター｜信頼できる生成AI情報&活用事例  このチャンネルではChatGPTやClaudeなどの生成AI活用やクリエイティブ系生成AIなどの活用、新しいツールやサービスを実際に触りながら紹介。その他ITに関する便利なツールや情報を誰よりも分かりやすく発信しています。  【信頼性重視】で活動してます。 役に立った！面白かった！と思って頂けたらチャンネル登録お願い致します。  AIを使ったサービス・仕組みのプロデュース。生成
Apple信者１億人創出計画,https://www.youtube.com/@appleshinja-1okuninn,200000,JP,4905,129055665,5,"country_jp,japanese_text","ご訪問ありがとうございます🍎🍎🍎  当チャンネルはApple信者を１億人創出する事を目的としている管理人うぉずのチャンネルです。  Mac・iPad・iPhone・Apple Watchの使い方、レビュー、比較、選び方などをご紹介していきます。  Apple信者１億人創出計画というブログも運営していますが、ありがたいことコメント総数が45,000件を超えました。  Youtuberとして運営というよりは、Apple好きが集まるコミュニテ"
ツヨシ | techyou,https://www.youtube.com/@24shi-web,188000,JP,352,112486817,5,"country_jp,japanese_text",💁🏻‍♂️ ツヨシって誰だ？（運営者情報） 溝口剛（39）山岡家、時々マイホームとデスク・書斎作り、ガジェット紹介しています。  ・2023/6〜デスクオリジナルブランド「techyou」を始めました！ ・instagram約3万人。TikTok約2万人  ※ 僕の事を少しでも応援しても良いと言う親切な方は「techyou my room」又は「techyou」のリンクからのお買い物をからお願いします。 「お前に一銭たりとも渡したくない
AdobeCreativeStation,https://www.youtube.com/@adobecreativestation,180000,JP,2639,207385075,5,"country_jp,japanese_text",アドビからCreative関連の製品情報、並びに使い方や制作のヒントなどの動画をお届けします。
いまにゅのAIプログラミング塾,https://www.youtube.com/@imanyu_programming,176000,JP,268,17130966,8,"country_jp,japanese_text,ai_keywords:AI/Claude/エージェント",「コードは書かない、AIに書かせる」── 非エンジニアのためのAIプログラミングチャンネルです。 株式会社ミチガエル 代表のいまにゅ（今西航平）が、ビジネスパーソン向けにAIを使ったプログラミング術をわかりやすく解説しています。Claude Code・Cursor などのAIコーディングツールの活用法、業務自動化、AIエージェントの作り方まで、実践的なノウハウをお届けします。  ▼ 書籍・講座 ・KADOKAWA よりPython・デー
#usutaku_channel,https://www.youtube.com/@usutaku,164000,,178,23722591,3,"japanese_text,ai_keywords:AI",法人向けAI研修の会社、Michikusaの代表。  【経歴】 Michikusa株式会社CEO 臼井拓水 国際基督教大学(ICU)在学中に、AI開発ベンチャーPKSHA Technology を母体とするファンドPKSHA Capitalにてアソシエイトを経験。代表以外の唯一の日本投資チームのメンバーとして、各社代表との投資面談、デューデリジェンスなどに従事。卒業後、AmazonJapanに入社。セラー事業部にて、国内最大手の電化製品
ミジンコでもわかる時事ニュース,https://www.youtube.com/@mijinko,162000,JP,263,29177046,5,"country_jp,japanese_text",
ウェブ職TV@Claude Codeの安全な使い方を学習,https://www.youtube.com/@webshokutv,153000,JP,2949,30970810,8,"country_jp,japanese_text,ai_keywords:AI/人工知能/ChatGPT/Claude",このチャンネルではブログ、アフィリエイト、最新AI、ChatGPT、プログラミングなどの話題を中心にウェブ業界の最新動向を発信しています。  人工知能(AI)の進化により消えていく業界が多いと言われる中、これから数十年ウェブ業界はまだまだ伸び続けるはずです。  2005年にウェブ業界に飛び込んで18年間、私自身も様々な失敗をしてきました。しかし、ウェブ業界ほど楽しくワクワクする業界はないと確信しています。  すでにウェブ業界で仕事をして
動画ファン,https://www.youtube.com/@video-fun,149000,JP,1699,47779531,5,"country_jp,japanese_text",2019年より、YouTube公認ビデオコントリビューターとして活動中です！ 動画ファンYouTubeチャンネルでは、Youtubeを見るだけではなく、YouTubeクリエイターに役立つ情報を発信しています。 また、「動画」をキーワードに、インスタグラムやTwitter、LINEなどのSNSのちょっとした裏技、 iPhone、Android、それぞれのスマホの使い方や、Windowsのパソコンの便利技なども、 わかりやすさをモットーに紹
Wondershare Filmora 動画編集,https://www.youtube.com/@wondersharefilmora-jp,148000,JP,1389,49680506,5,"country_jp,japanese_text",【手軽に動画撮影ができる時代だからこそ、もっとこだわりたいあなたに】 全世界1億人のユーザーから愛用されているWondershare Filmoraは、初心者から中級者向けの動画編集ソフトです。直感的に操作できる操作画面、独自デザインのエフェクト素材、世界中で活躍しているミュージシャンの精選された音楽を取り揃えており、様々シーンで動画編集をお楽しみいただけます。 Wondershare Filmora公式YoutubeチャンネルではFi
さっさん / SASSAN,https://www.youtube.com/@sassan_9,146000,JP,1233,77115027,5,"country_jp,japanese_text",物欲が尽きない男によるガジェットレビューチャンネルです！ ゲーミングデバイス、自作PC関連、カメラ、オーディオ機器などのレビューをしています。 是非チャンネル登録お願いします！  現在はYouTubeとブログ（ちょい休止中）だけでご飯食べてます。  はじめはゲーム周辺機器のレビューがメインでしたが、最近ではその他PC周辺機器・オーディオ関係、カメラ関係の動画もアップしています。  さっさんは、Amazon.co.jpを宣伝しリンクするこ
プログラミングチュートリアル,https://www.youtube.com/@programming_tutorial_youtube,124000,JP,271,7997697,5,"country_jp,japanese_text",Udemyのような中身の濃いプログラミング動画を定期的に配信しています。登録すれば無料で全て閲覧することができます。転職やアプリ開発/ウェブサイト開発にお役立てください。  ★扱っているプログラム言語 ・HTML ・CSS ・Javascript ・Python  ★扱っているフレームワークやライブラリ ・React ・Three.js ・Node.js ・Express ・Django  
【さき】のAIでええやん。,https://www.youtube.com/@saki_ai_eyan,112000,JP,66,4606639,6,"country_jp,japanese_text,ai_keywords:AI",【👇さきのAI最新情報&AIノウハウ17大特典🎁を期間限定でLINEから配布中！👩‍💻】  弊社では企業様向けにAI開発や社内向けAI研修なども実施しておりますので、ご気軽にご相談ください。 
ひかりのAI大学,https://www.youtube.com/@ひかりのai大学,106000,JP,123,4551588,6,"country_jp,japanese_text,ai_keywords:AI",＼ AIで効率的にスキルアップできる業務テクをお届け ／ 企業AI研修のプロ「ひかり」が発信する 開設1年で10万人登録の安心チャンネルです。  「AI学びたいけどツールって沢山あるし 何から始めたらいいのか分からないよ〜」と思った そこのあなた！ これだけ使えばOKサービス作っちゃいました✨  🔻【新登場！】 これだけ使えば迷わない！ 会員制AI活用支援サービス プレミアムなAIライフを始めるなら「コレダケAI」 https://bi
Nuno Tavares | Automated Marketer,https://www.youtube.com/@automatedmarketer,103000,US,753,2414575,3,ai_keywords:AI/ChatGPT/Claude,"Struggling to keep up with the latest in marketing automation, AI, and Martech? We’ve got you covered!  I’m Nuno Tavares, the creator behind Automated Marketer, helping marketing professionals, entrepreneurs, and busines"
とぅーみや,https://www.youtube.com/@hibikimai,102000,JP,1004,53783111,6,"country_jp,japanese_text,ai_keywords:AI",動画の転載を禁止します。 禁止複制視頻。 Reproduction of videos is prohibited. ----------------------------------------------------------- メンバーシップ登録はこちらから↓ https://t.co/ZOxifoZOV7?amp=1  このチャンネルでは東方MMD、ゆっくり実況、オーディオ、その他開封レビュー動画を投稿しています。  現在商
本気AI(MAJI AI),https://www.youtube.com/@maji_ai,93900,JP,27,3208324,6,"country_jp,japanese_text,ai_keywords:AI",「AIの可能性は感じるけど、結局どう使えばいいの？」 「毎日新しい情報ばかりで、何が本当に役立つのか見極められない…」 そんな方のための、本気（マジ）で役立つAI活用マガジンが『本気AI』です 
しごおもTV,https://www.youtube.com/@shigo_omo_tv,91900,JP,797,7296887,6,"country_jp,japanese_text,ai_keywords:AI",しごおもTVは、言語化と構造化の力で人と組織を動かす人を増やすコンテンツカンパニー「うねり株式会社」が運営しているチャンネルです。  👇 企業研修のご案内はこちらから https://uneri-inc.co.jp/services/human-resource?utm_source=youtube&utm_medium=social&utm_campaign=shigoomo_tv&utm_content=youtube_chprof
にゃんたのAIチャンネル,https://www.youtube.com/@aivtuber2866,89900,JP,222,6490944,7,"country_jp,japanese_text,ai_keywords:AI/ChatGPT",チャンネルを見ていただき、ありがとうございます！ AIVTuberのにゃんたと言います！  現在は都内でデータサイエンティストとして 様々なデータ分析に関するコンサルや実装を担当しています。  このチャンネルでは、 AI・Python・ChatGPTなどの最新の技術を日々勉強しながら 仕事や日常生活に役立つ実践的な使い方を誰にでもわかるように発信しています。  なるべく実用的で感動した技術の話を発信するように心がけています。  私も日々
RKJ VIDEO 【イケている動画を作りたいなら】,https://www.youtube.com/@rkjvideoforyou,86900,JP,270,6995810,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",生成AI ＆ SNSマーケティング ＆ 動画編集 動画に関連する有益な情報を発信します。 
Franklin AI,https://www.youtube.com/@franklineh,79400,CA,341,5186908,3,ai_keywords:AI/ChatGPT/Claude,"Welcome to my AI-focused channel! I cover all the latest AI news and updates, bringing you cutting-edge insights into the world of artificial intelligence.  💫 MORE AI  ▸ Website: https://franklineh.com  #️⃣ Tags #ai  #ar"
HIROCODE.ヒロコード,https://www.youtube.com/@hirocode,77700,JP,556,10218291,5,"country_jp,japanese_text",📕 Webデザイン本、発売中！ 📕 『ゼロからはじめてプロになる HTML/CSS & 伝わるWebデザイン』KADOKAWA 2025年1月20日発売✨ Amazonでの購入はこちらから: https://amzn.to/3CXUVVd  ------------------------------------------------------------------------------------------  Webデザイン
ピナイ茂木チャンネル,https://www.youtube.com/@tetsuyamoteki,75300,JP,953,47594840,5,"country_jp,japanese_text",会社経営24年目、これまでに3社をM&Aした実績を持つ株式会社ピナイ・インターナショナル代表の茂木哲也がビジネスに関して有益な情報を提供するチャンネルです。 人気YouTubeチャンネル『令和の虎CHANNEL』にも虎として出演中！  会社経営に関するお悩み・質問は「質問箱」で受け付けています。 
【公式】Tenorshare 4DDiG データ復元,https://www.youtube.com/@-tenorshare4ddigjapan,75200,JP,802,44070779,6,"country_jp,japanese_text,ai_keywords:AI",「Tenorshare 4DDiG」公式YouTubeチャンネルへようこそ！  Tenorshare 4DDiGでは、様々な革新的なアプローチを伴って、ユーザーがデータ損失、ファイル破損、システム修復、コンピュータ管理の問題を解決できるように取り組んでいます。  4DDiGの最新情報はこちらから： https://4ddig.tenorshare.com/jp/  4DDiG製品一覧👇： ・4DDiGデータ復元ソフト：Windows &
ここなのAI大学,https://www.youtube.com/@cocona_ai_school,74900,,59,2599888,3,"japanese_text,ai_keywords:AI",AIで毎月100万以上を稼げるようになったので、初心者の方向けにAIで稼ぐ方法・最新情報を発信しています🥰  Youtubeは毎週2本は投稿するようにしているので、 AI副業で人生を変えたい人は、高評価お願いします💓  【さらに】 毎月開催している『AI副業セミナー』も大人気で、 「参加しただけで稼げるようになった！」って人が続出しています💓  まだ参加してない方は、締め切る前にご参加ください！  下にあるリンクから公式LINEに追加後
Leo Tohyama,https://www.youtube.com/@leo_tohyama,74000,JP,1036,20758867,7,"country_jp,japanese_text,ai_keywords:AI/ChatGPT",このチャンネルでは、AIや最新ツールを「部下」として迎え入れ、個人の生産性を最大化する「WorkFlow（ワークフロー）」を発信しています。  ▼ こんな方におすすめ ・AIを活用して、自分はもっとクリエイティブな仕事に集中したい ・「作業」に忙殺される毎日から抜け出したい ・部下やチームのマネジメントにAIを活用したい  ▼ プロフィール 元LINEヤフー株式会社 プロダクトマネージャー。現在は独立し、コンテンツデザイナーとして活動中
FBS福岡放送ニュース,https://www.youtube.com/@fbsnews5,73700,JP,8474,83461119,5,"country_jp,japanese_text",「めんたいワイド」と「バリはやッ!」を制作するFBS福岡放送（日テレ系列）のニュース公式チャンネルです。福岡・佐賀のニュースをいち早くお伝えます。 
AIでサボろうチャンネル,https://www.youtube.com/@ai-saborou,73300,JP,60,2676994,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/LLM",本チャンネルでは生成AI活用始めていく上での  - 地に足のついた基礎 - すぐに役立つ応用  を幅広く取り扱って解説していきます。 しっかり学びたい時向けに基礎編を、自分の業務に活かすイメージを持つために応用事例の動画たちを見ていってください。 幅広い職種・業種の方々のAI活用のきっかけを作るために活用事例をどんどん充実させていきます。  ## 中の人プロフィール  - ソフトウェアエンジニア歴10年 - ここ2年ほどはLLMを使った
crowfps,https://www.youtube.com/@crowfps7525,70800,JP,690,41499463,6,"country_jp,japanese_text,ai_keywords:AI",ZETA DIVISION所属のcrowです⚡  VALORANTに関する解説動画やプレイ動画をメインに動画投稿をしています！ 配信なども積極的に行っているので、よければ下記URLから見に来てください👍  🦉プロフィール 名前：crow(クロウ) 誕生日：11月28日 X：https://twitter.com/no960fps 配信先 twitch : https://www.twitch.tv/crowfps__  🦉ZETA DI
イズミダイズム,https://www.youtube.com/@izumidaizm,70400,JP,60,4639290,5,"country_jp,japanese_text",皆さんこんにちは！元機関投資家の泉田良輔です。  👓️ 泉田良輔（いずみだりょうすけ）のプロフィール👓️ 元機関投資家／株式会社モニクル取締役COO  【出演】 ・YouTube『PIVOT』 ・ソーシャル経済メディア・NewsPicks『NewsPicks NOW!』 ・その他、多数出演実績あり  【経歴】 愛媛県出身。日本生命保険、フィデリティ投信で外国株式や日本株式のポートフォリオマネージャーや証券アナリストとして勤務。2013年
AI収益化ラボ,https://www.youtube.com/@ai-monetize,69700,JP,706,4689502,6,"country_jp,japanese_text,ai_keywords:AI",最新のAIの情報、稼ぎ方を毎週発信しています！ AI×副業に興味のある方は動画概要欄の公式ラインに追加して相談してください！  Twitterでも最新の情報を発信しています！ YouTubeだけでなくTwitterもフォローお願いします！  shortsmusic@NDf5S4 
HitPaw Japan,https://www.youtube.com/@hitpawjapan5157,65300,JP,269,22313553,6,"country_jp,japanese_text,ai_keywords:AI","ようこそ！ HitPawは、クリエイティブで実用的なマルチメディアツールとソリューションを提供するブランドです。 当チャンネルでは、以下のような便利な機能や情報をご紹介しています：  🔹 AI写真・動画高画質化ツール：画像や映像を4K・8Kなどの高画質へアップスケール 🔹 AIツールの最新情報：話題のAIクリエイティブツールに関するニュース・レビュー・活用方法 🔹 動画変換ソフト：1,000種類以上の動画・音声フォーマットに対応 🔹 そ"
SHIFT AI ニュース,https://www.youtube.com/@shift-ai_kiuchiai,64600,JP,613,4583023,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/Claude","⬇︎【完全無料】自動化丸ごとパック！豪華7大特典⬇︎ https://liff.line.me/2006548960-e40x51X1/landing?follow=%40869auqbs&lp=YM0XbA&liff_id=2006548960-e40x51X1  ■ SHIFT AI【国内最大級AI活用コミュニティ】 「日本をAI先進国に」という理念のもと、個人も法人もAI時代を勝ち抜くための実践的な知識を発信！ メンバー40,00"
こーすけ先生のGoogle塾,https://www.youtube.com/@google-school,64600,JP,319,4263800,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",当チャンネルを登録することで、「Googleサービスの最新情報をすべて網羅できる」をコンセプトに日々、情報発信しています！ Googleフォームやスプレッドシート等の日常的によく使うGoogleサービスから、生成AIやworkspace等のコアな情報もお届け！  現在は、月・水・金の18時を目安に通常動画を投稿しています！ （※基本的に上記曜日が祝日の場合、アップしません）  ✨YouTubeチャンネル登録はこちらから✨ https:/
NI-WORK,https://www.youtube.com/@ni-work,62300,JP,76,2904995,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",◆ NI‑WORKとは？◆ NI‑WORK (Next Innovation for Work)  は、「仕事に次の革新を」を基に生成AIやGoogle WorkspaceについてGoogle導入のプロと生成AIコンサルが生成AI やGoogle Workspace (GWS) を企業内で活用する方・IT 管理者のための対談チャンネルです。  ――――― ホスト紹介 ――――― 丹羽国彦：歴14年、国内外有数のGoogle からも公式に
